Detailed Sales Report - Product and Services ALL,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,SKU,Customer,Customer full name,Memo/Description,Quantity,Sales price,Amount,Balance,Full name,Product/Service full name,Payment method,Tracking #,Service date,Ship date
Credit Card Processing,,,,,,,,,,,,,,,,,
Credit Card Processing Fee,,,,,,,,,,,,,,,,,
,07/01/2024,Invoice,1166,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,33.00,"20,033.16",Shipping Income,,,1Z2W49000361953388,,07/01/2024
,07/01/2024,Invoice,1167,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,75.00,"20,108.16",Shipping Income,,Credit Card,1Z2W49000328625858,,07/01/2024
,07/01/2024,Invoice,1168,,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,Shipping,,,115.00,"20,223.16",Shipping Income,,QuickBooks Payments-Bank,1Z2W49000328622959,,07/01/2024
,07/11/2024,Invoice,1170,,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,Shipping,,,37.85,"20,261.01",Shipping Income,,QuickBooks Payments-Bank,1Z2W49000329243554,,07/11/2024
,07/11/2024,Invoice,1171,,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,Shipping,,,37.85,"20,298.86",Shipping Income,,QuickBooks Payments-Bank,1Z2W49000329243554,,07/11/2024
,07/18/2024,Invoice,1172,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,90.00,"20,388.86",Shipping Income,,,1Z2W49000363240984,,07/18/2024
,07/19/2024,Invoice,1173,,Brink - Mr. Lance Brogan,Brink Constructors Inc.:Brink - Mr. Lance Brogan,Shipping,,,120.00,"20,508.86",Shipping Income,,,1Z2W49000329913455,,07/22/2024
,07/22/2024,Invoice,1174,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,75.00,"20,583.86",Shipping Income,,Credit Card,1Z2W49000330006254,,07/22/2024
,07/24/2024,Invoice,1175,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,75.00,"20,658.86",Shipping Income,,Credit Card,1Z2W49000330043955,,07/24/2024
,07/24/2024,Invoice,1176,,Brink - Mr. Lance Brogan,Brink Constructors Inc.:Brink - Mr. Lance Brogan,Shipping,,,97.97,"20,756.83",Shipping Income,,,1Z2W49000330041055,,07/24/2024
,07/26/2024,Invoice,1177,,AEP/SWEPCO Tulsa,AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,Shipping,,,142.00,"20,898.83",Shipping Income,,,1Z2W49000363789080,,07/26/2024
,07/26/2024,Invoice,1178,,Chain Electric,Chain Electric,Shipping,,,20.00,"20,918.83",Shipping Income,,QuickBooks Payments-Credit Card,,,07/26/2024
,07/29/2024,Invoice,1180,,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Shipping,,,20.00,"20,938.83",Shipping Income,,Credit Card,,,07/25/2024
,07/30/2024,Invoice,1182,,TUF Solutions,TUF Solutions,Shipping,,,60.00,"20,998.83",Shipping Income,,,1Z2W49000363884780,,07/30/2024
,08/02/2024,Invoice,1183,,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.",Shipping,,,52.00,"21,050.83",Shipping Income,,Check,1Z2W49000363475883,,08/02/2024
,08/02/2024,Invoice,1184,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,50.00,"21,100.83",Shipping Income,,Credit Card,,,07/30/2024
,08/02/2024,Invoice,1185,,Brink Constructors - North Carolina,Brink Constructors Inc.:Brink - Mr. Lance Brogan:Brink Constructors - North Carolina,Shipping,,,176.00,"21,276.83",Shipping Income,,,1Z2W49000264058780,,08/02/2024
,08/06/2024,Invoice,1186,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,55.00,"21,331.83",Shipping Income,,,1Z2W49000331302557,,08/06/2024
,08/06/2024,Invoice,1187,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,55.00,"21,386.83",Shipping Income,,Credit Card,1Z2W49000331305456,,08/06/2024
,08/08/2024,Invoice,1188,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,51.75,"21,438.58",Shipping Income,,Credit Card,1Z2W49000365137584,,08/08/2024
,08/08/2024,Invoice,1189,,Summit Line Construction - Nate,Mr. Terry Mayfield:Summit Line Construction - Nate,Shipping,,,145.50,"21,584.08",Shipping Income,,Credit Card,1Z2W49000331801357,,08/08/2024
,08/09/2024,Invoice,1190,,Brink - Mr. Lance Brogan,Brink Constructors Inc.:Brink - Mr. Lance Brogan,Shipping,,,55.00,"21,639.08",Shipping Income,,,1Z2W49000331807155,,08/09/2024
,08/12/2024,Invoice,1191,,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Shipping,,,265.00,"21,904.08",Shipping Income,,Credit Card,1Z9736130173674533,,08/07/2024
,08/12/2024,Invoice,1192,,LineTec Services - Matthew Indiana,"LineTec Services, LLC:LineTec Services - Matthew Indiana",Shipping,,,118.00,"22,022.08",Shipping Income,,,1Z2W49000331079255,,08/13/2024
,08/13/2024,Invoice,1193,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,50.00,"22,072.08",Shipping Income,,Credit Card,1Z2W49000365311582,,08/13/2024
,08/14/2024,Invoice,1194,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,42.00,"22,114.08",Shipping Income,,Credit Card,1Z2W49000332845353,,08/14/2024
,08/21/2024,Invoice,1196,,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,Shipping,,,20.00,"22,134.08",Shipping Income,,QuickBooks Payments-Bank,1Z43098703937103 95,,08/21/2024
,08/21/2024,Invoice,1197,,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,Shipping,,,20.00,"22,154.08",Shipping Income,,QuickBooks Payments-Bank,1Z43098703937103 95,,08/21/2024
,08/21/2024,Invoice,1198,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,75.00,"22,229.08",Shipping Income,,,1Z43098703955133 54,,08/21/2024
,09/04/2024,Invoice,1200,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,95.00,"22,324.08",Shipping Income,,,1Z2W49000367042888,,09/05/2024
,09/04/2024,Invoice,1201,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,66.00,"22,390.08",Shipping Income,,,1Z2W49000333703754,,09/05/2024
,09/04/2024,Invoice,1202,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,83.50,"22,473.58",Shipping Income,,,1Z2W49000333721154,,09/05/2024
,09/04/2024,Invoice,1203,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,90.00,"22,563.58",Shipping Income,,,1Z2W49000333712459,,09/05/2024
,09/04/2024,Invoice,1204,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,50.00,"22,613.58",Shipping Income,,Credit Card,1Z2W49000367051583,,09/05/2024
,09/04/2024,Invoice,1205,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,42.00,"22,655.58",Shipping Income,,Credit Card,1Z2W49000333695059,,09/05/2024
,09/06/2024,Invoice,1206,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,39.50,"22,695.08",Shipping Income,,,1Z2W49000368173888,,09/06/2024
,09/09/2024,Invoice,1207,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,30.00,"22,725.08",Shipping Income,,,1Z2W49000334843459,,09/09/2024
,09/09/2024,Invoice,1208,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,31.00,"22,756.08",Shipping Income,,,1Z2W49000334843459,,09/09/2024
,09/10/2024,Invoice,1209,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,50.00,"22,806.08",Shipping Income,,,1Z2W49000368304389,,09/11/2024
,09/17/2024,Invoice,1210,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,75.00,"22,881.08",Shipping Income,,,1Z2W49000367843281,,09/17/2024
,09/25/2024,Invoice,1211,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,20.00,"22,901.08",Shipping Income,,Credit Card,1Z2W49000336621159,,09/25/2024
,09/25/2024,Invoice,1212,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,40.00,"22,941.08",Shipping Income,,Credit Card,1Z2W49000336621159,,09/25/2024
,09/26/2024,Invoice,1213,,Chain Electric - West Monroe Yard,Chain Electric:Chain Electric - West Monroe Yard,Shipping,,,130.00,"23,071.08",Shipping Income,,Credit Card,1Z2W49000336661759,,09/26/2024
,10/04/2024,Invoice,1214,,TUF Solutions,TUF Solutions,Shipping,,,115.00,"23,186.08",Shipping Income,,,1Z2W49000371053582,,10/04/2024
,10/09/2024,Invoice,1215,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,32.50,"23,218.58",Shipping Income,,Credit Card,1Z2W49000371471184,,10/09/2024
,10/14/2024,Invoice,1216,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,32.50,"23,251.08",Shipping Income,,Credit Card,1Z2W49000371471184,,10/14/2024
,10/14/2024,Invoice,1217,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,32.50,"23,283.58",Shipping Income,,Credit Card,1Z2W49000371471184,,10/14/2024
,10/21/2024,Invoice,1218,,Pearl River Valley - Raymond May,Pearl River Valley - Raymond May,Shipping,,,155.00,"23,438.58",Shipping Income,,,1Z2W49000372228089,,10/22/2024
,10/21/2024,Invoice,1219,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,55.00,"23,493.58",Shipping Income,,Credit Card,1Z2W49000338883159,,10/21/2024
,10/21/2024,Invoice,1220,,Versalift Southeast - Logan,Versalift Southeast - Logan,Shipping,,,20.67,"23,514.25",Shipping Income,,,1Z2W49000338888958,,06/03/2024
,10/23/2024,Invoice,1221,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,75.00,"23,589.25",Shipping Income,,Credit Card,1Z2W49000339031059,,10/23/2024
,10/23/2024,Invoice,1222,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,48.00,"23,637.25",Shipping Income,,,1Z2W49000339028152,,10/24/2024
,10/23/2024,Invoice,1223,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,48.00,"23,685.25",Shipping Income,,,1Z2W49000339028152,,10/24/2024
,10/24/2024,Invoice,1224,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,29.50,"23,714.75",Shipping Income,,,1Z2W49000339115156,,10/25/2024
,10/24/2024,Invoice,1225,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,29.50,"23,744.25",Shipping Income,,,1Z2W49000339115156,,10/25/2024
,10/25/2024,Invoice,1226,,Versalift Southeast - Logan,Versalift Southeast - Logan,Shipping,,,20.67,"23,764.92",Shipping Income,,,1Z2W49000338888958,,10/15/2024
,10/25/2024,Invoice,1227,,Versalift Southeast - Logan,Versalift Southeast - Logan,Shipping,,,20.67,"23,785.59",Shipping Income,,,1Z2W49000338888958,,10/15/2024
,10/29/2024,Invoice,1229,,Chain Electric,Chain Electric,Shipping,,,180.00,"23,965.59",Shipping Income,,QuickBooks Payments-Credit Card,1Z2W49000372671788,,10/30/2024
,10/31/2024,Invoice,1230,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,75.00,"24,040.59",Shipping Income,,,1Z2W49000339448654,,11/01/2024
,11/06/2024,Invoice,1231,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,75.00,"24,115.59",Shipping Income,,Credit Card,1Z4309870392748320,,11/06/2024
,11/07/2024,Invoice,1232,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,45.00,"24,160.59",Shipping Income,,Credit Card,1Z2W49000379388180,,11/07/2024
,11/12/2024,Invoice,1233,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,50.00,"24,210.59",Shipping Income,,Credit Card,1Z2W49000346269450,,11/13/2024
,11/14/2024,Invoice,1234,,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,Shipping,,,63.00,"24,273.59",Shipping Income,,QuickBooks Payments-Bank,1Z2W49000346301351,,11/14/2024
,11/14/2024,Invoice,1235,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,102.00,"24,375.59",Shipping Income,,,1Z2W49000379631782,,11/14/2024
,11/14/2024,Invoice,1236,,TUF Solutions,TUF Solutions,Shipping,,,40.25,"24,415.84",Shipping Income,,,1Z2W49000346295556,,11/14/2024
,11/14/2024,Invoice,1237,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,45.00,"24,460.84",Shipping Income,,Credit Card,1Z2W49000346440559,,11/14/2024
,11/19/2024,Invoice,1238,,"AMP Utility Company, LLC - Tristan","AMP Utility Company, LLC - Tristan",Shipping,,,85.00,"24,545.84",Shipping Income,,Credit Card,1Z4309870397428676,,11/19/2024
,11/19/2024,Invoice,1239,,LineTec Services - Matthew Indiana,"LineTec Services, LLC:LineTec Services - Matthew Indiana",Shipping,,,68.00,"24,613.84",Shipping Income,,,1Z2W49000379770980,,11/19/2024
,11/19/2024,Invoice,1240,,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Shipping,,,215.00,"24,828.84",Shipping Income,,,1Z2W49000379779687,,11/19/2024
,11/19/2024,Invoice,1241,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,62.00,"24,890.84",Shipping Income,,,1Z2W49000346434753,,11/19/2024
,11/20/2024,Invoice,1243,,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.",Shipping,,,65.00,"24,955.84",Shipping Income,,Check,1Z2W49000380101584,,11/20/2024
,11/20/2024,Invoice,1244,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,55.00,"25,010.84",Shipping Income,,Credit Card,1Z2W49000346440559,,11/20/2024
,11/22/2024,Invoice,1245,,Irby Construction,Irby Construction,Shipping,,,73.00,"25,083.84",Shipping Income,,,1Z2W49000346765351,,11/22/2024
,12/02/2024,Invoice,1246,,Florence Electricity Department,Florence Electricity Department,Shipping,,,25.00,"25,108.84",Shipping Income,,,,,11/21/2024
,12/04/2024,Invoice,1247,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,50.00,"25,158.84",Shipping Income,,,,,12/04/2024
,12/04/2024,Invoice,1248,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,60.00,"25,218.84",Shipping Income,,,1Z2W49000347293154,,12/04/2024
,12/04/2024,Invoice,1249,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,45.00,"25,263.84",Shipping Income,,,1Z2W49000341380052,,12/04/2024
,12/04/2024,Invoice,1250,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,60.00,"25,323.84",Shipping Income,,,1Z2W49000347293154,,12/04/2024
,12/05/2024,Invoice,1251,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,55.00,"25,378.84",Shipping Income,,Credit Card,1Z2W49000347635356,,12/05/2024
,12/05/2024,Invoice,1252,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,84.00,"25,462.84",Shipping Income,,,1Z2W49000380980287,,12/10/2024
,12/06/2024,Invoice,1253,,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.",Shipping,,,43.50,"25,506.34",Shipping Income,,Check,1Z2W49000380954181,,12/06/2024
,12/11/2024,Invoice,1254,,Aerial Hydraulics - Michael Flemming,"Aerial Hydraulics, Inc.:Aerial Hydraulics - Michael Flemming",Shipping,,,45.00,"25,551.34",Shipping Income,,,1Z2W49000347765859,,12/11/2024
,12/11/2024,Invoice,1255,,Chain Electric - Richland,Chain Electric:Chain Electric - Richland,Shipping,,,55.00,"25,606.34",Shipping Income,,,1Z2W49000342754656,,12/11/2024
,12/11/2024,Invoice,1256,,AECI Utility Solutions - Austin Adock,AECI Utility Solutions - Austin Adock,Shipping,,,52.00,"25,658.34",Shipping Income,,,1Z2W49000381102081,,12/11/2024
,12/12/2024,Invoice,1257,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,40.00,"25,698.34",Shipping Income,,Credit Card,1Z2W49000347771655,,12/12/2024
,12/12/2024,Invoice,1258,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,22.00,"25,720.34",Shipping Income,,Credit Card,1Z2W49000347771655,,12/12/2024
,12/16/2024,Invoice,1259,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,62.00,"25,782.34",Shipping Income,,,1Z2W49000348174754,,12/17/2024
,12/18/2024,Invoice,1260,,Dominion Energy - Coy Crosby,Dominion Energy - Coy Crosby,Shipping,,,144.00,"25,926.34",Shipping Income,,,1Z2W49000348496657,,
,12/20/2024,Invoice,1261,,Aerial Hydraulics - Michael Flemming,"Aerial Hydraulics, Inc.:Aerial Hydraulics - Michael Flemming",Shipping,,,42.00,"25,968.34",Shipping Income,,,1Z2W49000348554656,,12/20/2024
,12/20/2024,Invoice,1262,,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,Shipping,,,60.00,"26,028.34",Shipping Income,,QuickBooks Payments-Bank,1Z2W49000350016250,,12/20/2024
,12/31/2024,Invoice,1263,,Florence Electricity Department,Florence Electricity Department,Shipping,,,70.00,"26,098.34",Shipping Income,,,1Z2W49000350703552,,12/31/2024
,01/06/2025,Invoice,1264,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,30.00,"26,128.34",Shipping Income,,,1Z2W49000384608182,,01/06/2025
,01/06/2025,Invoice,1265,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,30.00,"26,158.34",Shipping Income,,,1Z2W49000384608182,,01/06/2025
,01/06/2025,Invoice,1266,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,35.00,"26,193.34",Shipping Income,,,1Z2W49000384608182,,01/06/2025
,01/06/2025,Invoice,1267,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,60.00,"26,253.34",Shipping Income,,Credit Card,1Z2W49000351271955,,01/06/2025
,01/13/2025,Invoice,1268,,Florence Electricity Department,Florence Electricity Department,Shipping,,,365.50,"26,618.84",Shipping Income,,,1Z2W49000386287285,,01/13/2025
,01/13/2025,Invoice,1269,,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.",Shipping,,,40.00,"26,658.84",Shipping Income,,Check,1Z2W49000352968451,,01/13/2025
,01/13/2025,Invoice,1270,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,53.09,"26,711.93",Shipping Income,,,1Z2W49000386295981,,01/14/2025
,01/14/2025,Invoice,1272,,Riviera Utilities,Riviera Utilities,Shipping,,,25.00,"26,736.93",Shipping Income,,,,,01/08/2025
,01/15/2025,Invoice,1273,,AEP/SWEPCO Tulsa,AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,Shipping,,,140.00,"26,876.93",Shipping Income,,Credit Card,,,01/15/2025
,01/15/2025,Invoice,1274,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,45.00,"26,921.93",Shipping Income,,Credit Card,1Z2W49000386556985,,01/15/2025
,01/16/2025,Invoice,1275,,Aerial Hydraulics - Michael Flemming,"Aerial Hydraulics, Inc.:Aerial Hydraulics - Michael Flemming",Shipping,,,70.00,"26,991.93",Shipping Income,,,,,01/16/2025
,01/16/2025,Invoice,1276,,Dominion Energy - Coy Crosby,Dominion Energy - Coy Crosby,Shipping,,,92.50,"27,084.43",Shipping Income,,,,,01/16/2025
,01/24/2025,Invoice,1277,,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Shipping,,,190.00,"27,274.43",Shipping Income,,,1Z2W49000388166483,,01/24/2025
,02/03/2025,Invoice,1278,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,57.00,"27,331.43",Shipping Income,,,1Z2W49000354821551,,02/04/2025
,02/03/2025,Invoice,1279,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,88.00,"27,419.43",Shipping Income,,,1Z2W49000354827359,,02/04/2025
,02/03/2025,Invoice,1280,,Aerial Hydraulics - Michael Flemming,"Aerial Hydraulics, Inc.:Aerial Hydraulics - Michael Flemming",Shipping,,,50.00,"27,469.43",Shipping Income,,,1Z2W49000354830256,,02/04/2025
,02/03/2025,Invoice,1281,,Chain Electric,Chain Electric,Shipping,,,80.00,"27,549.43",Shipping Income,,QuickBooks Payments-Credit Card,1Z4309870398692772,,01/30/2025
,02/03/2025,Invoice,1282,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,40.00,"27,589.43",Shipping Income,,Credit Card,1Z4309870397720760,,01/30/2025
,02/03/2025,Invoice,1283,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,40.00,"27,629.43",Shipping Income,,Credit Card,1Z43098703977207 60,,01/30/2025
,02/03/2025,Invoice,1284,,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,Shipping,,,70.00,"27,699.43",Shipping Income,,QuickBooks Payments-Bank,1Z4309870392025646,,01/30/2025
,02/03/2025,Invoice,1285,,TUF Solutions,TUF Solutions,Shipping,,,80.00,"27,779.43",Shipping Income,,,1Z4309870396229580,,01/30/2025
,02/03/2025,Invoice,1286,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,55.00,"27,834.43",Shipping Income,,,1Z4309870390639255,,01/31/2025
,02/03/2025,Invoice,1287,,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Shipping,,,65.00,"27,899.43",Shipping Income,,,1Z2W49000388166483,,02/04/2025
,02/10/2025,Invoice,1291,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,70.75,"27,970.18",Shipping Income,,,1Z2W49000355166651,,02/10/2025
,02/10/2025,Invoice,1292,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,79.25,"28,049.43",Shipping Income,,,1Z2W49000355160853,,02/10/2025
,02/14/2025,Invoice,1293,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,79.25,"28,128.68",Shipping Income,,,1Z2W49000355532059,,02/14/2025
,02/14/2025,Invoice,1294,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,20.00,"28,148.68",Shipping Income,,,,,02/18/2025
,02/14/2025,Invoice,1295,,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Shipping,,,75.00,"28,223.68",Shipping Income,,Credit Card,,,02/12/2025
,02/14/2025,Invoice,1296,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,190.00,"28,413.68",Shipping Income,,,1Z2W49000355648050,,02/15/2025
,02/18/2025,Invoice,1298,,Dominion Energy - Denmark,Dominion Energy - Coy Crosby:Dominion Energy - Denmark,Shipping,,,150.00,"28,563.68",Shipping Income,,,1Z2W49000355726359,,02/19/2025
,02/21/2025,Invoice,1300,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,65.00,"28,628.68",Shipping Income,,Credit Card,1Z2W49000355958359,,02/21/2025
,02/25/2025,Invoice,1301,,Irby Construction,Irby Construction,Shipping,,,63.00,"28,691.68",Shipping Income,,,1Z2W49000389793384,,02/25/2025
,02/26/2025,Invoice,1302,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,55.00,"28,746.68",Shipping Income,,,,,02/26/2025
,02/26/2025,Invoice,1303,,AEP - Joshua A. Lee,AEP - Joshua A. Lee,Shipping,,,305.00,"29,051.68",Shipping Income,,Credit Card,1Z2W49000389784689,,02/26/2025
,03/04/2025,Invoice,1304,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,84.00,"29,135.68",Shipping Income,,,1Z2W49000356837059,,03/04/2025
